score,cleaned_content,sentiment_before,sentiment_after
3,pokok,netral,positif
3,gabisa chattan males,netral,negatif
1,game seru banget onmic ngechat teman,negatif,positif
5,update rendah memori game tetep aja bug patah patah game gua udah zaman covid oke aja sih tetep mainin moga depan lancar gamenya,positif,negatif
3,please return the chat can not chat with minors want chat back beg you,netral,negatif
3,game roblox ngelek update mulu,netral,negatif
3,suka ama game nya knp pas main brookhaven ketik knp error pdhl roblox grafik nya bagus ngebug tolong baik,netral,positif
3,aja deh nih game beneran bug crash dll wifi bagus tetep nge lag,netral,positif
3,please why should roblox chat closed and how open must verified someone says inappropriate words they can banned immediately will difficult for communicate pls that roblox chat can reopened thank you,netral,negatif
5,seru neg chat ban plis balikin udah kasih bintang mohon balikin chat nya ,positif,negatif
3,update chat usah neg foto pake udah hasil sesuai neg umur asli mending toxic chat ban maksimal biar jera game nya bagus cuman berat,netral,negatif
2,bagus pulihin akun kode verifikasi digit muncul neg muncul tolong tanggap,negatif,positif
3,akun hilang verifikasi code digit,netral,negatif
3,updatenya aneh ngebuat kelompok umur hrus verif susah komunikasi,netral,negatif
5,halo tim roblox ringan game roblox lag neg main main game bisa neg buka pas login akun ngelag bisa neg gerak tolong game ringan,positif,negatif
3,donate robux masuk cuman robux,netral,negatif
4,plis balikin chat nya kayak asik udah hapus tolong cheat hacker ban bug bug baik,positif,negatif
5,pli kembali chat,positif,negatif
5,gem nya tolol kaya pesek,positif,negatif
3,wifi lancar bgt disconnect benerin dlu roblox kita neg pensi,netral,negatif
3,tolong roblox banyak neg yaa,netral,positif
3,buset dah dikit update update asa tetep bae ngebug jelas neg,netral,negatif
3,baguss sihhh banyak upgrade nya memo nya cepet penuhh,netral,positif
5,bring back chat feature,positif,negatif
1,seru game nya game anak anak bgt pake ktp gitu biar komen kayak ngeselin sedih banget upgrade mentang mentang adroid takut nya bisa neg main karna kadaluarsa,negatif,positif
3,pleas kembali fitur chat pleas,netral,negatif
5,roblox nya gajelas okeyy,positif,negatif
3,game nya bagus sih banyqk bug nya kadang kadang jarinan oke tetep aja lag,netral,positif
4,hayya akun owe ilang balikin owe neg udah top kali loh balikin neg,positif,negatif
3,tolong baik bug karakter masuk map karakter kotak pakai neg apa mohon baik,netral,negatif
5,download tagih di neg kembali chatnya susah cari teman lompat ban kata kasar pantas neg hapus apa neg main,positif,negatif
3,ban jandel talon kasih bintang,netral,positif
5,rena game megasah otak interaksi player,positif,negatif
4,game bagus update buruk baget age verification update buruk keluar roblox,positif,negatif
3,woi balikin chat nya main dandy world gabisa komunikasi balikin gapeduli umur thn thn karna baby face,netral,negatif
3,knp main suka kalo game tolong neg yaa,netral,positif
4,kembali roblox rame chat voice chat,positif,negatif
5,semenjak upd teman off,positif,negatif
3,tolong developer kembaliin fitur chat seru neg chat bisa neg nal orang,netral,negatif
1,suka game rekomen,negatif,positif
1,gamenya bagus kalo main map roblox pas update akun kunci sih main map verifikasi mohon hilang nya roblox dulu,negatif,positif
5,troll mtegarp anak,positif,negatif
3,knapa update fitur knapa ganti jelek,netral,negatif
3,this game good but chat verification made bad before rate this game stars now stars,netral,positif
3,game nya udah bagus updated neg kuat neg,netral,positif
1,seru,negatif,positif
5,why the chat closed please open,positif,negatif
3,jujur roblox emang enak banget dimainin pas gabut emang ken santai tolong kalo update bulan neg bulan kali minimal gitu gapapa lihat memori nya kalo bulan bulan kali berat lepas neg kalo game emang enak bgt udah mainin mainin,netral,positif
2,emg suka tolong kembali chat suka neg baru suka baru tolong kembali main teman teman terimakasih semogadikembalikan,negatif,positif
2,seru sih map nya item ikang robuxny ilang balik neg kayak robuxku udh dibalikin ngga udah bulan nih,negatif,positif
3,update orang orang body bagus ada neg body bagus,netral,positif
5,ngk update,positif,negatif
2,bagus baget sayang bisa neg cet males main ,negatif,positif
3,please kembaliin fitur chat nya please bintang,netral,positif
1,bagus sih aman neg akun ambil org top hilng akun aja trus barusan aja bikin akun top ambil akun ngasi tuh udh susah bgt loh trus hacker biar masuk roblox bikin akun kena hack udh segitu aja terimakasih moga bis erti,negatif,positif
4,gem bisa neg didonlot dihape donlot bisa neg,positif,negatif
3,bagus banget seru ken banget robux gratis spin robux gratis,netral,positif
5,mainn game suruh upgrade lagi ngorbanin capcut hapus game trus suka ngeblank ngelag apk ngelag pokok salah nya,positif,negatif
3,bagus sih min tolong chat nya kembali,netral,positif
1,tolong update nya kasi ram nya,negatif,positif
3,suka neg update nya,netral,positif
3,donlowd bae roblox sampe,netral,negatif
3,aja,netral,positif
2,seru sih seru lag nya tolong benerin buang buang aja login nya tiktok aja lancar dan neg lupa neg ramadhan batalin neg puasa player nya kalo rating pilih,negatif,positif
3,game nya kaya neg bisa neg komunikasi,netral,negatif
5,bisa neg cetan,positif,negatif
4,chat nya kembaliin bisa neg ngobrol,positif,negatif
1,game nya bagus bangeeet,negatif,positif
3,bagus bug nya bikin risih masuk map wifi lot neg jaring bagus fitur chat privat bikin main bisa neg komunikasi langsung bikin roblox seru neg pokok update kurang seru harap chat privat hapus lancar komunikasi main terimakasih,netral,positif
5,kembali fitur chat,positif,negatif
5,scam blokir maksud developer,positif,negatif
3,suka banget game map sayang map game tolong hapus map mnegandung item udah beli hapus neg kalo udah hapus kasih robux beli pake uang bole kalo neg chatnya kasih bisa neg chatan temen lama roblox udh verifikasi wajah beda umur gabisa chatan dua lagi,netral,positif
1,gamenya seru neg hilang voice chat teman obrol ajar main roblox,negatif,positif
1,tulis security detected,negatif,positif
4,game seru bikin murka kadang kadang game nya disconnect sinyal nya kuat ngeleg tolong baik roblox,positif,negatif
3,maaf kasih salah game nya bagus sih server bagus ngebug and bisa neg ngechat and ava nya jelek baik hujat hujat tau neg roblox kek gin main roblox kecewa karna main mainin tolongggg baik yaaa admin roblox,netral,negatif
3,atur nya suka neg bisa neg ngobrol tua muda,netral,negatif
5,update juni ngebug teruusss game,positif,negatif
3,udah update suruh update males item jadul hapus disconnect seru seru main,netral,negatif
4,benerin ngeleg nya,positif,negatif
1,game nya bagus verifikasi mukak nya masalah umur dapet umur sampe,negatif,positif
4,game nya bug tolong benar bug nya,positif,negatif
5,game nya ada neg iklan ngelag,positif,negatif
2,ada neg vibe seru,negatif,positif
4,gua kasi bintang aja roblox fitur chat bisa neg chat player kalo chat player verifikasi usia buka chat nya,positif,negatif
1,suka game main map connect jaring kuh bagus,negatif,positif
1,bintang kasih roblox kembali fitur chat mohon brokheven hapus tuju tolong kembali fitur chat mohon moga kembali fitur chat kembali berterimakasih bintang kasih,negatif,positif
2,mood aja main suka epep lama,negatif,positif
3,roblox tolong aja kembali cat badahal perna neg toxic,netral,negatif
3,jelek,netral,negatif
2,game nya udah bagus tulis security threat detected perangkat ada neg aplikasi curiga tolong baik bugg ini,negatif,positif
3,mas syukur grup gua neg marah karna gakada chat,netral,positif
5,hai roblox tolong cepat verifikasi email pending bisa neg chat verifikasi wajah umur tolong cepat verifikasi email robloox hadeeeh ken chat nama akun adit nama indoskar king,positif,negatif
3,suka banget sih roblox bisa neg chat kenapasih hilangin chatnya batas umur sih bisa neg komunikasi klo bahaya gimana coba,netral,positif
3,gamenya ambil kuota beli kuota lihat aja habis hari nyampe,netral,positif
5,tolong balik roblox chat voice scam neg wajah roblox,positif,negatif
5,benci game fitur chat hilang,positif,negatif
1,mna chat nya blikin pls roblox blikin chat,negatif,positif
3,kasih bintang udah bisa neg chat,netral,negatif
1,kasih robux kasih bintang,negatif,positif
4,apdett neg lagi nya aplikasi hapuss ,positif,negatif
3,bagus mantap versi ponsel,netral,positif
4,kalo item rlbx ilang minimal robux nya dibalikin,positif,negatif
4,chat hilang tolong kembali fitur chat,positif,negatif
3,pake item brookhaven bgt muncul nya,netral,negatif
4,gabisa chat,positif,negatif
3,updat aplikasi kikir baju gua di neg balikin pante nama akun gua csvxreyy rubox dibalikin neg,netral,negatif
3,game nya seru tpi saran item rblox jgn hpus beli kasi,netral,positif
1,teu bere robux,negatif,positif
3,gila seru benerrrrrrr,netral,positif
3,bagus sih chat hapus face classical hapus,netral,positif
4,burik ada neg fitur chat baik fitur chat nya bintang nih update,positif,negatif
1,bagus,negatif,positif
5,kembali roblox,positif,negatif
3,bagus sih bug patah patah bisa neg chat main salah map disconnect jaring nya bagus disconnect kadang bisa neg main map kayak dead rails macam,netral,positif
3,kasih bintang sih vitur chat gampang hapus kasib bintang vitur chat udah kasih bintang deh,netral,negatif
3,susah login,netral,negatif
5,asli kasih bintang biar liat ulas pilih bintang asli game gamenya perfect bagus but somehow schlep bantu nangkep predator tuntut update robloxnya sampah banget ampas pake banget chat verifikasi verifikasi udah ribeetttt roblox please don make stupid update and hastag freeschlep,positif,negatif
3,pingin kalo game nya sering neg update pingin klo chat voice chat verifikasi pingin banget klo dimainin offline,netral,positif
3,bring chat back else,netral,negatif
5,balikin fitur chat nya,positif,negatif
5,afinitas koneksi sahabat pacar pas main tulis nama nya saran,positif,negatif
2,suka main game boros paket gabisa offline,negatif,positif
3,tolong baik lag nya rangin,netral,negatif
2,kasih bintang sih bagus item batasin kayak ganti tahun neg item nya gratis sin biar orang rasa item bisa neg rasa,negatif,positif
5,pdhl batas chat bagus anak klo pgn chat voice chat tinggal verifikasi umur susah abis verifikasi tinggal atur komunikasi tinggal nyalain dipermasalahin coba protes wkwkw klo chat temen beda rentan usia tinggal jadiin koneksi percaya scan doang,positif,negatif
3,turut banyak neg update deh,netral,positif
2,ehh game nya bagus tpi moderation nya buryk banget weh,negatif,positif
1,game nya bagus sayang orang cheat,negatif,positif
3,dsruh update mlu bru bbrpa hri nge update,netral,negatif
1,batas neg chat karna game roblox seru tolong baik bugselata,negatif,positif
3,bagus update neg tunggu,netral,positif
5,masuk eror,positif,negatif
2,tolong adakan fitur save checkpoint biar kalo kalah ulang,negatif,positif
1,emang baaaguuuus geme nya bug gadang suka,negatif,positif
5,loading tuh cepet blox blok,positif,negatif
1,roblox nya ngelek,negatif,positif
3,kasih chat kek gjls bgt gmn interaksi orang,netral,negatif
5,knp bisa neg upgrade pdahal download,positif,negatif
3,kasih bintang gerafik mulus bagus balik chat roblox hapus sistem ken muka sepuh pas main teman give stars the graphics are smooth and good but the opposite true for roblox chat and delete the face scarred system and the old style when played with friends pls roblox team please chat again first pls ,netral,negatif
3,lumayan bagus cuman terkadang erol jaring klo main tolong baik aja jaring bagus,netral,positif
4,klo chat ribet banget saran chat verifikasi klo umur ajaa ,positif,negatif
4,exclaimed can chat age,positif,negatif
3,bagus bagus kurang layer jail biar neg lapor benet,netral,positif
4,tolong baju beli hilang gimana biar,positif,negatif
2,gamenya bagus cuman kalo ngobrol orang kenal neg gakbisa aja sih orang toxic,negatif,positif
3,sih game seru banget mabar bareng temen main tower apa download leluasa main,netral,positif
5,geme bagus gabisa chat kali chat peripikasi usia peripikasi wajah,positif,negatif
5,chat verifikasi usia letak seru player,positif,negatif
3,mayan fiks bug kasih rating sih game sampah disconnect chat kembali neg face klasik animation face desain bodoh fake headless murah hapus game makan ruang simpan not recommended download this game,netral,negatif
3,gamenya bagus banget drama updatenya jelek jelek,netral,negatif
3,disconnect mulu main cdid server nya shut down,netral,negatif
4,karna fitur voice chat alami bug ganggu komunikasi mic ganggu periksa mic masalah neg mohon solusi,positif,negatif
3,udah lumayan bagus bug analog gerak layar bisa neg pencet jaring hilang bagus mohon baik cepat,netral,positif
3,lumayan lahh ngilangin stress,netral,positif
4,update jaring aja sinyal nya bagus main tiktok telegram game lancar aja roblox sinyal nya kadang jelek koneksi putus pada jaring aman aman aja putus mohon tangan,positif,negatif
3,item baju celana ilang mulu baju ilang aneh bug kah dah baju ilang roblox tolong ilangin bug nya nya beli pake gopey emak kasih nya kalo susah pake beli robux beli baju celana rambut wajah total pas dah ama robux beli dapet baju ilang sedih banget,netral,negatif
3,buka fitur chat nya kalo kek gin mending hapus aja aplikasi,netral,negatif
4,bagus seru neg banget main ada neg chat game burik mending main gorebox game jelek doain gamenya turun baca pesan bikin neg update baru guna neg rusak nama game,positif,negatif
3,        t  tpi klo chat ventrikasi umur,netral,positif
4,bosen bisa neg cet orang,positif,negatif
2,bintang karna yaa bagus sih gara gara chatnya batas sulit main teman keluarga bug bug nya enak neg main moga baik ya moga updatenya,negatif,positif
5,woi chat nge chat bener kocak,positif,negatif
5,yaaa gua bagus aja gimana verifikasi tinggal nunjukin wajah makek email and kadang kadang gua crash wifi lancar banget gua main tower loncat nya uda gua pencet mala loncat neg bikin kesel disconnect ngeselin banget,positif,negatif
1,muas,negatif,positif
3,senang ada neg fitur chat game terlalu neg bosan,netral,positif
4,tolong balikin chat,positif,negatif
5,kembali chat seru neg ada neg chat,positif,negatif
5,tolong kembali chat,positif,negatif
3,kalo karna neg chat roblox hapus udah kasi bintang game,netral,negatif
3,jujur suka game sihh semenjak suruh upgrade gabisaa gatau robux beli neg robux kayak gimana plss sayang banget robux nya top tolong roblox,netral,positif
